id,date,country,store,product,num_sold
139828,2014-04-03,Kenya,Premium Sticker Mart,Kerneler,16.0
139829,2014-04-03,Kenya,Premium Sticker Mart,Kerneler Dark Mode,27.0
139830,2014-04-03,Norway,Discount Stickers,Holographic Goose,179.0
139831,2014-04-03,Norway,Discount Stickers,Kaggle,1316.0
139832,2014-04-03,Norway,Discount Stickers,Kaggle Tiers,1180.0
139833,2014-04-03,Norway,Discount Stickers,Kerneler,460.0
139834,2014-04-03,Norway,Discount Stickers,Kerneler Dark Mode,768.0
139835,2014-04-03,Norway,Stickers for Less,Holographic Goose,400.0
139836,2014-04-03,Norway,Stickers for Less,Kaggle,2555.0
139837,2014-04-03,Norway,Stickers for Less,Kaggle Tiers,2311.0
139838,2014-04-03,Norway,Stickers for Less,Kerneler,1020.0
139839,2014-04-03,Norway,Stickers for Less,Kerneler Dark Mode,1745.0
139840,2014-04-03,Norway,Premium Sticker Mart,Holographic Goose,450.0
139841,2014-04-03,Norway,Premium Sticker Mart,Kaggle,3101.0
139842,2014-04-03,Norway,Premium Sticker Mart,Kaggle Tiers,2879.0
139843,2014-04-03,Norway,Premium Sticker Mart,Kerneler,1156.0
139844,2014-04-03,Norway,Premium Sticker Mart,Kerneler Dark Mode,1796.0
139845,2014-04-03,Singapore,Discount Stickers,Holographic Goose,115.0
139846,2014-04-03,Singapore,Discount Stickers,Kaggle,755.0
139847,2014-04-03,Singapore,Discount Stickers,Kaggle Tiers,683.0
139848,2014-04-03,Singapore,Discount Stickers,Kerneler,294.0
139849,2014-04-03,Singapore,Discount Stickers,Kerneler Dark Mode,487.0
139850,2014-04-03,Singapore,Stickers for Less,Holographic Goose,235.0
139851,2014-04-03,Singapore,Stickers for Less,Kaggle,1631.0
139852,2014-04-03,Singapore,Stickers for Less,Kaggle Tiers,1405.0
139853,2014-04-03,Singapore,Stickers for Less,Kerneler,625.0
139854,2014-04-03,Singapore,Stickers for Less,Kerneler Dark Mode,999.0
139855,2014-04-03,Singapore,Premium Sticker Mart,Holographic Goose,297.0
139856,2014-04-03,Singapore,Premium Sticker Mart,Kaggle,1918.0
139857,2014-04-03,Singapore,Premium Sticker Mart,Kaggle Tiers,1687.0
139858,2014-04-03,Singapore,Premium Sticker Mart,Kerneler,742.0
139859,2014-04-03,Singapore,Premium Sticker Mart,Kerneler Dark Mode,1186.0
139860,2014-04-04,Canada,Discount Stickers,Holographic Goose,
139861,2014-04-04,Canada,Discount Stickers,Kaggle,715.0
139862,2014-04-04,Canada,Discount Stickers,Kaggle Tiers,607.0
139863,2014-04-04,Canada,Discount Stickers,Kerneler,259.0
139864,2014-04-04,Canada,Discount Stickers,Kerneler Dark Mode,453.0
139865,2014-04-04,Canada,Stickers for Less,Holographic Goose,
139866,2014-04-04,Canada,Stickers for Less,Kaggle,1454.0
139867,2014-04-04,Canada,Stickers for Less,Kaggle Tiers,1335.0
139868,2014-04-04,Canada,Stickers for Less,Kerneler,515.0
139869,2014-04-04,Canada,Stickers for Less,Kerneler Dark Mode,953.0
139870,2014-04-04,Canada,Premium Sticker Mart,Holographic Goose,270.0
139871,2014-04-04,Canada,Premium Sticker Mart,Kaggle,1708.0
139872,2014-04-04,Canada,Premium Sticker Mart,Kaggle Tiers,1566.0
139873,2014-04-04,Canada,Premium Sticker Mart,Kerneler,671.0
139874,2014-04-04,Canada,Premium Sticker Mart,Kerneler Dark Mode,1191.0
139875,2014-04-04,Finland,Discount Stickers,Holographic Goose,96.0
139876,2014-04-04,Finland,Discount Stickers,Kaggle,784.0
139877,2014-04-04,Finland,Discount Stickers,Kaggle Tiers,696.0
139878,2014-04-04,Finland,Discount Stickers,Kerneler,301.0
139879,2014-04-04,Finland,Discount Stickers,Kerneler Dark Mode,521.0
139880,2014-04-04,Finland,Stickers for Less,Holographic Goose,222.0
139881,2014-04-04,Finland,Stickers for Less,Kaggle,1443.0
139882,2014-04-04,Finland,Stickers for Less,Kaggle Tiers,1318.0
139883,2014-04-04,Finland,Stickers for Less,Kerneler,582.0
139884,2014-04-04,Finland,Stickers for Less,Kerneler Dark Mode,869.0
139885,2014-04-04,Finland,Premium Sticker Mart,Holographic Goose,245.0
139886,2014-04-04,Finland,Premium Sticker Mart,Kaggle,1701.0
139887,2014-04-04,Finland,Premium Sticker Mart,Kaggle Tiers,1569.0
139888,2014-04-04,Finland,Premium Sticker Mart,Kerneler,659.0
139889,2014-04-04,Finland,Premium Sticker Mart,Kerneler Dark Mode,1154.0
139890,2014-04-04,Italy,Discount Stickers,Holographic Goose,84.0
139891,2014-04-04,Italy,Discount Stickers,Kaggle,506.0
139892,2014-04-04,Italy,Discount Stickers,Kaggle Tiers,457.0
139893,2014-04-04,Italy,Discount Stickers,Kerneler,197.0
139894,2014-04-04,Italy,Discount Stickers,Kerneler Dark Mode,364.0
139895,2014-04-04,Italy,Stickers for Less,Holographic Goose,140.0
139896,2014-04-04,Italy,Stickers for Less,Kaggle,1073.0
139897,2014-04-04,Italy,Stickers for Less,Kaggle Tiers,861.0
139898,2014-04-04,Italy,Stickers for Less,Kerneler,383.0
139899,2014-04-04,Italy,Stickers for Less,Kerneler Dark Mode,632.0
139900,2014-04-04,Italy,Premium Sticker Mart,Holographic Goose,176.0
139901,2014-04-04,Italy,Premium Sticker Mart,Kaggle,1239.0
139902,2014-04-04,Italy,Premium Sticker Mart,Kaggle Tiers,979.0
139903,2014-04-04,Italy,Premium Sticker Mart,Kerneler,510.0
139904,2014-04-04,Italy,Premium Sticker Mart,Kerneler Dark Mode,771.0
139905,2014-04-04,Kenya,Discount Stickers,Holographic Goose,
139906,2014-04-04,Kenya,Discount Stickers,Kaggle,19.0
139907,2014-04-04,Kenya,Discount Stickers,Kaggle Tiers,17.0
139908,2014-04-04,Kenya,Discount Stickers,Kerneler,7.0
139909,2014-04-04,Kenya,Discount Stickers,Kerneler Dark Mode,11.0
139910,2014-04-04,Kenya,Stickers for Less,Holographic Goose,5.0
139911,2014-04-04,Kenya,Stickers for Less,Kaggle,36.0
139912,2014-04-04,Kenya,Stickers for Less,Kaggle Tiers,33.0
139913,2014-04-04,Kenya,Stickers for Less,Kerneler,14.0
139914,2014-04-04,Kenya,Stickers for Less,Kerneler Dark Mode,23.0
139915,2014-04-04,Kenya,Premium Sticker Mart,Holographic Goose,5.0
139916,2014-04-04,Kenya,Premium Sticker Mart,Kaggle,41.0
139917,2014-04-04,Kenya,Premium Sticker Mart,Kaggle Tiers,36.0
139918,2014-04-04,Kenya,Premium Sticker Mart,Kerneler,18.0
139919,2014-04-04,Kenya,Premium Sticker Mart,Kerneler Dark Mode,27.0
139920,2014-04-04,Norway,Discount Stickers,Holographic Goose,199.0
139921,2014-04-04,Norway,Discount Stickers,Kaggle,1437.0
139922,2014-04-04,Norway,Discount Stickers,Kaggle Tiers,1301.0
139923,2014-04-04,Norway,Discount Stickers,Kerneler,517.0
139924,2014-04-04,Norway,Discount Stickers,Kerneler Dark Mode,993.0
139925,2014-04-04,Norway,Stickers for Less,Holographic Goose,376.0
139926,2014-04-04,Norway,Stickers for Less,Kaggle,2622.0
139927,2014-04-04,Norway,Stickers for Less,Kaggle Tiers,2404.0
139928,2014-04-04,Norway,Stickers for Less,Kerneler,1031.0
139929,2014-04-04,Norway,Stickers for Less,Kerneler Dark Mode,1773.0
139930,2014-04-04,Norway,Premium Sticker Mart,Holographic Goose,459.0
139931,2014-04-04,Norway,Premium Sticker Mart,Kaggle,2864.0
139932,2014-04-04,Norway,Premium Sticker Mart,Kaggle Tiers,2632.0
139933,2014-04-04,Norway,Premium Sticker Mart,Kerneler,1290.0
139934,2014-04-04,Norway,Premium Sticker Mart,Kerneler Dark Mode,2061.0
139935,2014-04-04,Singapore,Discount Stickers,Holographic Goose,123.0
139936,2014-04-04,Singapore,Discount Stickers,Kaggle,775.0
139937,2014-04-04,Singapore,Discount Stickers,Kaggle Tiers,678.0
139938,2014-04-04,Singapore,Discount Stickers,Kerneler,316.0
139939,2014-04-04,Singapore,Discount Stickers,Kerneler Dark Mode,541.0
139940,2014-04-04,Singapore,Stickers for Less,Holographic Goose,210.0
139941,2014-04-04,Singapore,Stickers for Less,Kaggle,1584.0
139942,2014-04-04,Singapore,Stickers for Less,Kaggle Tiers,1440.0
139943,2014-04-04,Singapore,Stickers for Less,Kerneler,635.0
139944,2014-04-04,Singapore,Stickers for Less,Kerneler Dark Mode,1123.0
139945,2014-04-04,Singapore,Premium Sticker Mart,Holographic Goose,279.0
139946,2014-04-04,Singapore,Premium Sticker Mart,Kaggle,1811.0
139947,2014-04-04,Singapore,Premium Sticker Mart,Kaggle Tiers,1679.0
139948,2014-04-04,Singapore,Premium Sticker Mart,Kerneler,760.0
139949,2014-04-04,Singapore,Premium Sticker Mart,Kerneler Dark Mode,1307.0
139950,2014-04-05,Canada,Discount Stickers,Holographic Goose,
139951,2014-04-05,Canada,Discount Stickers,Kaggle,786.0
139952,2014-04-05,Canada,Discount Stickers,Kaggle Tiers,727.0
139953,2014-04-05,Canada,Discount Stickers,Kerneler,276.0
139954,2014-04-05,Canada,Discount Stickers,Kerneler Dark Mode,463.0
139955,2014-04-05,Canada,Stickers for Less,Holographic Goose,206.0
139956,2014-04-05,Canada,Stickers for Less,Kaggle,1491.0
139957,2014-04-05,Canada,Stickers for Less,Kaggle Tiers,1387.0
139958,2014-04-05,Canada,Stickers for Less,Kerneler,649.0
139959,2014-04-05,Canada,Stickers for Less,Kerneler Dark Mode,1075.0
139960,2014-04-05,Canada,Premium Sticker Mart,Holographic Goose,267.0
139961,2014-04-05,Canada,Premium Sticker Mart,Kaggle,1726.0
139962,2014-04-05,Canada,Premium Sticker Mart,Kaggle Tiers,1651.0
139963,2014-04-05,Canada,Premium Sticker Mart,Kerneler,705.0
139964,2014-04-05,Canada,Premium Sticker Mart,Kerneler Dark Mode,1241.0
139965,2014-04-05,Finland,Discount Stickers,Holographic Goose,98.0
139966,2014-04-05,Finland,Discount Stickers,Kaggle,719.0
139967,2014-04-05,Finland,Discount Stickers,Kaggle Tiers,623.0
139968,2014-04-05,Finland,Discount Stickers,Kerneler,290.0
139969,2014-04-05,Finland,Discount Stickers,Kerneler Dark Mode,491.0
139970,2014-04-05,Finland,Stickers for Less,Holographic Goose,207.0
139971,2014-04-05,Finland,Stickers for Less,Kaggle,1504.0
139972,2014-04-05,Finland,Stickers for Less,Kaggle Tiers,1353.0
139973,2014-04-05,Finland,Stickers for Less,Kerneler,613.0
139974,2014-04-05,Finland,Stickers for Less,Kerneler Dark Mode,1004.0
139975,2014-04-05,Finland,Premium Sticker Mart,Holographic Goose,261.0
139976,2014-04-05,Finland,Premium Sticker Mart,Kaggle,1737.0
139977,2014-04-05,Finland,Premium Sticker Mart,Kaggle Tiers,1530.0
139978,2014-04-05,Finland,Premium Sticker Mart,Kerneler,673.0
139979,2014-04-05,Finland,Premium Sticker Mart,Kerneler Dark Mode,1220.0
139980,2014-04-05,Italy,Discount Stickers,Holographic Goose,76.0
139981,2014-04-05,Italy,Discount Stickers,Kaggle,562.0
139982,2014-04-05,Italy,Discount Stickers,Kaggle Tiers,483.0
139983,2014-04-05,Italy,Discount Stickers,Kerneler,209.0
139984,2014-04-05,Italy,Discount Stickers,Kerneler Dark Mode,359.0
139985,2014-04-05,Italy,Stickers for Less,Holographic Goose,148.0
139986,2014-04-05,Italy,Stickers for Less,Kaggle,1053.0
139987,2014-04-05,Italy,Stickers for Less,Kaggle Tiers,1016.0
139988,2014-04-05,Italy,Stickers for Less,Kerneler,431.0
139989,2014-04-05,Italy,Stickers for Less,Kerneler Dark Mode,669.0
139990,2014-04-05,Italy,Premium Sticker Mart,Holographic Goose,172.0
139991,2014-04-05,Italy,Premium Sticker Mart,Kaggle,1230.0
139992,2014-04-05,Italy,Premium Sticker Mart,Kaggle Tiers,1093.0
139993,2014-04-05,Italy,Premium Sticker Mart,Kerneler,498.0
139994,2014-04-05,Italy,Premium Sticker Mart,Kerneler Dark Mode,778.0
139995,2014-04-05,Kenya,Discount Stickers,Holographic Goose,
139996,2014-04-05,Kenya,Discount Stickers,Kaggle,19.0
139997,2014-04-05,Kenya,Discount Stickers,Kaggle Tiers,15.0
139998,2014-04-05,Kenya,Discount Stickers,Kerneler,8.0
139999,2014-04-05,Kenya,Discount Stickers,Kerneler Dark Mode,12.0
140000,2014-04-05,Kenya,Stickers for Less,Holographic Goose,5.0
140001,2014-04-05,Kenya,Stickers for Less,Kaggle,38.0
140002,2014-04-05,Kenya,Stickers for Less,Kaggle Tiers,36.0
140003,2014-04-05,Kenya,Stickers for Less,Kerneler,16.0
140004,2014-04-05,Kenya,Stickers for Less,Kerneler Dark Mode,26.0
140005,2014-04-05,Kenya,Premium Sticker Mart,Holographic Goose,6.0
140006,2014-04-05,Kenya,Premium Sticker Mart,Kaggle,48.0
140007,2014-04-05,Kenya,Premium Sticker Mart,Kaggle Tiers,40.0
140008,2014-04-05,Kenya,Premium Sticker Mart,Kerneler,18.0
140009,2014-04-05,Kenya,Premium Sticker Mart,Kerneler Dark Mode,32.0
140010,2014-04-05,Norway,Discount Stickers,Holographic Goose,199.0
140011,2014-04-05,Norway,Discount Stickers,Kaggle,1422.0
140012,2014-04-05,Norway,Discount Stickers,Kaggle Tiers,1243.0
140013,2014-04-05,Norway,Discount Stickers,Kerneler,581.0
140014,2014-04-05,Norway,Discount Stickers,Kerneler Dark Mode,1066.0
140015,2014-04-05,Norway,Stickers for Less,Holographic Goose,441.0
140016,2014-04-05,Norway,Stickers for Less,Kaggle,2901.0
140017,2014-04-05,Norway,Stickers for Less,Kaggle Tiers,2385.0
140018,2014-04-05,Norway,Stickers for Less,Kerneler,1051.0
140019,2014-04-05,Norway,Stickers for Less,Kerneler Dark Mode,2038.0
140020,2014-04-05,Norway,Premium Sticker Mart,Holographic Goose,498.0
140021,2014-04-05,Norway,Premium Sticker Mart,Kaggle,3365.0
140022,2014-04-05,Norway,Premium Sticker Mart,Kaggle Tiers,2795.0
140023,2014-04-05,Norway,Premium Sticker Mart,Kerneler,1243.0
140024,2014-04-05,Norway,Premium Sticker Mart,Kerneler Dark Mode,2327.0
140025,2014-04-05,Singapore,Discount Stickers,Holographic Goose,118.0
140026,2014-04-05,Singapore,Discount Stickers,Kaggle,856.0
140027,2014-04-05,Singapore,Discount Stickers,Kaggle Tiers,771.0
140028,2014-04-05,Singapore,Discount Stickers,Kerneler,322.0
140029,2014-04-05,Singapore,Discount Stickers,Kerneler Dark Mode,530.0
140030,2014-04-05,Singapore,Stickers for Less,Holographic Goose,246.0
140031,2014-04-05,Singapore,Stickers for Less,Kaggle,1872.0
140032,2014-04-05,Singapore,Stickers for Less,Kaggle Tiers,1530.0
140033,2014-04-05,Singapore,Stickers for Less,Kerneler,689.0
140034,2014-04-05,Singapore,Stickers for Less,Kerneler Dark Mode,1105.0
140035,2014-04-05,Singapore,Premium Sticker Mart,Holographic Goose,273.0
140036,2014-04-05,Singapore,Premium Sticker Mart,Kaggle,1810.0
140037,2014-04-05,Singapore,Premium Sticker Mart,Kaggle Tiers,1829.0
140038,2014-04-05,Singapore,Premium Sticker Mart,Kerneler,740.0
140039,2014-04-05,Singapore,Premium Sticker Mart,Kerneler Dark Mode,1370.0
140040,2014-04-06,Canada,Discount Stickers,Holographic Goose,
140041,2014-04-06,Canada,Discount Stickers,Kaggle,768.0
140042,2014-04-06,Canada,Discount Stickers,Kaggle Tiers,690.0
140043,2014-04-06,Canada,Discount Stickers,Kerneler,318.0
140044,2014-04-06,Canada,Discount Stickers,Kerneler Dark Mode,542.0
140045,2014-04-06,Canada,Stickers for Less,Holographic Goose,240.0
140046,2014-04-06,Canada,Stickers for Less,Kaggle,1749.0
140047,2014-04-06,Canada,Stickers for Less,Kaggle Tiers,1528.0
140048,2014-04-06,Canada,Stickers for Less,Kerneler,620.0
140049,2014-04-06,Canada,Stickers for Less,Kerneler Dark Mode,1196.0
140050,2014-04-06,Canada,Premium Sticker Mart,Holographic Goose,284.0
140051,2014-04-06,Canada,Premium Sticker Mart,Kaggle,2048.0
140052,2014-04-06,Canada,Premium Sticker Mart,Kaggle Tiers,2011.0
140053,2014-04-06,Canada,Premium Sticker Mart,Kerneler,800.0
140054,2014-04-06,Canada,Premium Sticker Mart,Kerneler Dark Mode,1287.0
140055,2014-04-06,Finland,Discount Stickers,Holographic Goose,116.0
140056,2014-04-06,Finland,Discount Stickers,Kaggle,814.0
140057,2014-04-06,Finland,Discount Stickers,Kaggle Tiers,711.0
140058,2014-04-06,Finland,Discount Stickers,Kerneler,355.0
140059,2014-04-06,Finland,Discount Stickers,Kerneler Dark Mode,555.0
140060,2014-04-06,Finland,Stickers for Less,Holographic Goose,241.0
140061,2014-04-06,Finland,Stickers for Less,Kaggle,1609.0
140062,2014-04-06,Finland,Stickers for Less,Kaggle Tiers,1578.0
140063,2014-04-06,Finland,Stickers for Less,Kerneler,608.0
140064,2014-04-06,Finland,Stickers for Less,Kerneler Dark Mode,989.0
140065,2014-04-06,Finland,Premium Sticker Mart,Holographic Goose,293.0
140066,2014-04-06,Finland,Premium Sticker Mart,Kaggle,2185.0
140067,2014-04-06,Finland,Premium Sticker Mart,Kaggle Tiers,1721.0
140068,2014-04-06,Finland,Premium Sticker Mart,Kerneler,735.0
140069,2014-04-06,Finland,Premium Sticker Mart,Kerneler Dark Mode,1226.0
140070,2014-04-06,Italy,Discount Stickers,Holographic Goose,83.0
140071,2014-04-06,Italy,Discount Stickers,Kaggle,570.0
140072,2014-04-06,Italy,Discount Stickers,Kaggle Tiers,546.0
140073,2014-04-06,Italy,Discount Stickers,Kerneler,241.0
140074,2014-04-06,Italy,Discount Stickers,Kerneler Dark Mode,422.0
140075,2014-04-06,Italy,Stickers for Less,Holographic Goose,176.0
140076,2014-04-06,Italy,Stickers for Less,Kaggle,1189.0
140077,2014-04-06,Italy,Stickers for Less,Kaggle Tiers,1100.0
140078,2014-04-06,Italy,Stickers for Less,Kerneler,482.0
140079,2014-04-06,Italy,Stickers for Less,Kerneler Dark Mode,764.0
140080,2014-04-06,Italy,Premium Sticker Mart,Holographic Goose,209.0
140081,2014-04-06,Italy,Premium Sticker Mart,Kaggle,1389.0
140082,2014-04-06,Italy,Premium Sticker Mart,Kaggle Tiers,1145.0
140083,2014-04-06,Italy,Premium Sticker Mart,Kerneler,521.0
140084,2014-04-06,Italy,Premium Sticker Mart,Kerneler Dark Mode,953.0
140085,2014-04-06,Kenya,Discount Stickers,Holographic Goose,
140086,2014-04-06,Kenya,Discount Stickers,Kaggle,22.0
140087,2014-04-06,Kenya,Discount Stickers,Kaggle Tiers,19.0
140088,2014-04-06,Kenya,Discount Stickers,Kerneler,9.0
140089,2014-04-06,Kenya,Discount Stickers,Kerneler Dark Mode,15.0
140090,2014-04-06,Kenya,Stickers for Less,Holographic Goose,6.0
140091,2014-04-06,Kenya,Stickers for Less,Kaggle,44.0
140092,2014-04-06,Kenya,Stickers for Less,Kaggle Tiers,36.0
140093,2014-04-06,Kenya,Stickers for Less,Kerneler,17.0
140094,2014-04-06,Kenya,Stickers for Less,Kerneler Dark Mode,29.0
140095,2014-04-06,Kenya,Premium Sticker Mart,Holographic Goose,7.0
140096,2014-04-06,Kenya,Premium Sticker Mart,Kaggle,51.0
140097,2014-04-06,Kenya,Premium Sticker Mart,Kaggle Tiers,50.0
140098,2014-04-06,Kenya,Premium Sticker Mart,Kerneler,18.0
140099,2014-04-06,Kenya,Premium Sticker Mart,Kerneler Dark Mode,33.0
140100,2014-04-06,Norway,Discount Stickers,Holographic Goose,236.0
140101,2014-04-06,Norway,Discount Stickers,Kaggle,1544.0
140102,2014-04-06,Norway,Discount Stickers,Kaggle Tiers,1598.0
140103,2014-04-06,Norway,Discount Stickers,Kerneler,649.0
140104,2014-04-06,Norway,Discount Stickers,Kerneler Dark Mode,1051.0
140105,2014-04-06,Norway,Stickers for Less,Holographic Goose,456.0
140106,2014-04-06,Norway,Stickers for Less,Kaggle,3153.0
140107,2014-04-06,Norway,Stickers for Less,Kaggle Tiers,3010.0
140108,2014-04-06,Norway,Stickers for Less,Kerneler,1359.0
140109,2014-04-06,Norway,Stickers for Less,Kerneler Dark Mode,2135.0
140110,2014-04-06,Norway,Premium Sticker Mart,Holographic Goose,609.0
140111,2014-04-06,Norway,Premium Sticker Mart,Kaggle,4045.0
140112,2014-04-06,Norway,Premium Sticker Mart,Kaggle Tiers,3813.0
140113,2014-04-06,Norway,Premium Sticker Mart,Kerneler,1501.0
140114,2014-04-06,Norway,Premium Sticker Mart,Kerneler Dark Mode,2565.0
140115,2014-04-06,Singapore,Discount Stickers,Holographic Goose,133.0
140116,2014-04-06,Singapore,Discount Stickers,Kaggle,985.0
140117,2014-04-06,Singapore,Discount Stickers,Kaggle Tiers,817.0
140118,2014-04-06,Singapore,Discount Stickers,Kerneler,344.0
140119,2014-04-06,Singapore,Discount Stickers,Kerneler Dark Mode,596.0
140120,2014-04-06,Singapore,Stickers for Less,Holographic Goose,304.0
140121,2014-04-06,Singapore,Stickers for Less,Kaggle,1926.0
140122,2014-04-06,Singapore,Stickers for Less,Kaggle Tiers,1631.0
140123,2014-04-06,Singapore,Stickers for Less,Kerneler,735.0
140124,2014-04-06,Singapore,Stickers for Less,Kerneler Dark Mode,1285.0
140125,2014-04-06,Singapore,Premium Sticker Mart,Holographic Goose,327.0
140126,2014-04-06,Singapore,Premium Sticker Mart,Kaggle,2320.0
140127,2014-04-06,Singapore,Premium Sticker Mart,Kaggle Tiers,2098.0
140128,2014-04-06,Singapore,Premium Sticker Mart,Kerneler,890.0
140129,2014-04-06,Singapore,Premium Sticker Mart,Kerneler Dark Mode,1482.0
140130,2014-04-07,Canada,Discount Stickers,Holographic Goose,
140131,2014-04-07,Canada,Discount Stickers,Kaggle,683.0
140132,2014-04-07,Canada,Discount Stickers,Kaggle Tiers,632.0
140133,2014-04-07,Canada,Discount Stickers,Kerneler,275.0
140134,2014-04-07,Canada,Discount Stickers,Kerneler Dark Mode,427.0
140135,2014-04-07,Canada,Stickers for Less,Holographic Goose,
140136,2014-04-07,Canada,Stickers for Less,Kaggle,1376.0
140137,2014-04-07,Canada,Stickers for Less,Kaggle Tiers,1165.0
140138,2014-04-07,Canada,Stickers for Less,Kerneler,533.0
140139,2014-04-07,Canada,Stickers for Less,Kerneler Dark Mode,938.0
140140,2014-04-07,Canada,Premium Sticker Mart,Holographic Goose,229.0
140141,2014-04-07,Canada,Premium Sticker Mart,Kaggle,1693.0
140142,2014-04-07,Canada,Premium Sticker Mart,Kaggle Tiers,1412.0
140143,2014-04-07,Canada,Premium Sticker Mart,Kerneler,642.0
140144,2014-04-07,Canada,Premium Sticker Mart,Kerneler Dark Mode,1140.0
140145,2014-04-07,Finland,Discount Stickers,Holographic Goose,95.0
140146,2014-04-07,Finland,Discount Stickers,Kaggle,632.0
140147,2014-04-07,Finland,Discount Stickers,Kaggle Tiers,582.0
140148,2014-04-07,Finland,Discount Stickers,Kerneler,262.0
140149,2014-04-07,Finland,Discount Stickers,Kerneler Dark Mode,428.0
140150,2014-04-07,Finland,Stickers for Less,Holographic Goose,187.0
140151,2014-04-07,Finland,Stickers for Less,Kaggle,1316.0
140152,2014-04-07,Finland,Stickers for Less,Kaggle Tiers,1214.0
140153,2014-04-07,Finland,Stickers for Less,Kerneler,509.0
140154,2014-04-07,Finland,Stickers for Less,Kerneler Dark Mode,884.0
140155,2014-04-07,Finland,Premium Sticker Mart,Holographic Goose,234.0
140156,2014-04-07,Finland,Premium Sticker Mart,Kaggle,1673.0
140157,2014-04-07,Finland,Premium Sticker Mart,Kaggle Tiers,1374.0
140158,2014-04-07,Finland,Premium Sticker Mart,Kerneler,597.0
140159,2014-04-07,Finland,Premium Sticker Mart,Kerneler Dark Mode,1028.0
140160,2014-04-07,Italy,Discount Stickers,Holographic Goose,70.0
140161,2014-04-07,Italy,Discount Stickers,Kaggle,476.0
140162,2014-04-07,Italy,Discount Stickers,Kaggle Tiers,410.0
140163,2014-04-07,Italy,Discount Stickers,Kerneler,184.0
140164,2014-04-07,Italy,Discount Stickers,Kerneler Dark Mode,290.0
140165,2014-04-07,Italy,Stickers for Less,Holographic Goose,143.0
140166,2014-04-07,Italy,Stickers for Less,Kaggle,961.0
140167,2014-04-07,Italy,Stickers for Less,Kaggle Tiers,846.0
140168,2014-04-07,Italy,Stickers for Less,Kerneler,366.0
140169,2014-04-07,Italy,Stickers for Less,Kerneler Dark Mode,675.0
140170,2014-04-07,Italy,Premium Sticker Mart,Holographic Goose,150.0
140171,2014-04-07,Italy,Premium Sticker Mart,Kaggle,1131.0
140172,2014-04-07,Italy,Premium Sticker Mart,Kaggle Tiers,1070.0
140173,2014-04-07,Italy,Premium Sticker Mart,Kerneler,442.0
140174,2014-04-07,Italy,Premium Sticker Mart,Kerneler Dark Mode,771.0
140175,2014-04-07,Kenya,Discount Stickers,Holographic Goose,
140176,2014-04-07,Kenya,Discount Stickers,Kaggle,17.0
140177,2014-04-07,Kenya,Discount Stickers,Kaggle Tiers,15.0
140178,2014-04-07,Kenya,Discount Stickers,Kerneler,7.0
140179,2014-04-07,Kenya,Discount Stickers,Kerneler Dark Mode,11.0
140180,2014-04-07,Kenya,Stickers for Less,Holographic Goose,
140181,2014-04-07,Kenya,Stickers for Less,Kaggle,31.0
140182,2014-04-07,Kenya,Stickers for Less,Kaggle Tiers,32.0
140183,2014-04-07,Kenya,Stickers for Less,Kerneler,14.0
140184,2014-04-07,Kenya,Stickers for Less,Kerneler Dark Mode,25.0
140185,2014-04-07,Kenya,Premium Sticker Mart,Holographic Goose,6.0
140186,2014-04-07,Kenya,Premium Sticker Mart,Kaggle,41.0
140187,2014-04-07,Kenya,Premium Sticker Mart,Kaggle Tiers,38.0
140188,2014-04-07,Kenya,Premium Sticker Mart,Kerneler,15.0
140189,2014-04-07,Kenya,Premium Sticker Mart,Kerneler Dark Mode,26.0
140190,2014-04-07,Norway,Discount Stickers,Holographic Goose,172.0
140191,2014-04-07,Norway,Discount Stickers,Kaggle,1249.0
140192,2014-04-07,Norway,Discount Stickers,Kaggle Tiers,1202.0
140193,2014-04-07,Norway,Discount Stickers,Kerneler,481.0
140194,2014-04-07,Norway,Discount Stickers,Kerneler Dark Mode,871.0
140195,2014-04-07,Norway,Stickers for Less,Holographic Goose,403.0
140196,2014-04-07,Norway,Stickers for Less,Kaggle,2582.0
140197,2014-04-07,Norway,Stickers for Less,Kaggle Tiers,2397.0
140198,2014-04-07,Norway,Stickers for Less,Kerneler,971.0
140199,2014-04-07,Norway,Stickers for Less,Kerneler Dark Mode,1811.0
140200,2014-04-07,Norway,Premium Sticker Mart,Holographic Goose,434.0
140201,2014-04-07,Norway,Premium Sticker Mart,Kaggle,3072.0
140202,2014-04-07,Norway,Premium Sticker Mart,Kaggle Tiers,2605.0
140203,2014-04-07,Norway,Premium Sticker Mart,Kerneler,1106.0
140204,2014-04-07,Norway,Premium Sticker Mart,Kerneler Dark Mode,1971.0
140205,2014-04-07,Singapore,Discount Stickers,Holographic Goose,108.0
140206,2014-04-07,Singapore,Discount Stickers,Kaggle,742.0
140207,2014-04-07,Singapore,Discount Stickers,Kaggle Tiers,719.0
140208,2014-04-07,Singapore,Discount Stickers,Kerneler,285.0
140209,2014-04-07,Singapore,Discount Stickers,Kerneler Dark Mode,486.0
140210,2014-04-07,Singapore,Stickers for Less,Holographic Goose,209.0
140211,2014-04-07,Singapore,Stickers for Less,Kaggle,1443.0
140212,2014-04-07,Singapore,Stickers for Less,Kaggle Tiers,1422.0
140213,2014-04-07,Singapore,Stickers for Less,Kerneler,554.0
140214,2014-04-07,Singapore,Stickers for Less,Kerneler Dark Mode,965.0
140215,2014-04-07,Singapore,Premium Sticker Mart,Holographic Goose,268.0
